,Measured,Measured,Measured,Measured,Measured,Measured,Measured,Measured,Measured,Measured,Measured,Measured,Measured,Measured,Measured,Measured,Measured,Measured,Measured,Measured,Measured,Measured,Measured,Measured,Measured,Measured,Measured,Measured,Measured,Measured,pitzer_25C,pitzer_25C,pitzer_25C,pitzer,pitzer,pitzer,pitzer,pitzer,pitzer,MyAMI,MyAMI,MyAMI,MyAMI,MyAMI,MyAMI,MyAMI,csys_mid,csys_mid,csys_mid,csys_mid,csys_mid,csys_mid,csys_mid,Uncertainties,Uncertainties,Uncertainties,Uncertainties
,Year,Temp,Salinity,[Mg]sw,[Ca]sw,Mg/Casw,Mg/Caf,Mg/Caf 2se,what is the error reported,pHNBS,pHNBS_std,pHTOTAL,pHTOTAL_std,pH_Temp,Alk,Alk_std,DIC,Reference,Genus,Species,Type,Sample ID,B umol/kg,numberforams,Cleaning Procedure,Oxidiser,Notes,who,raw_Mg/Caf,D_Mg,pHTOTAL,DIC,Alk,DIC,TA,CO3,HCO3,CO2,pHtot,DIC,TA,CO3,HCO3,CO2,pHtot,KspC,DIC,TA,CO3,HCO3,CO2,pHtot,H,calc_STD,calc_SE,estimated_SE,CI95
0,2013,18.0,33.3,24.79,19.08,1.31,2.316752527871897,0.23279133057726,"2x standard error, pooled specimens",7.5516,0.0102615788266484,,,25.0,1942.0333871393,7.74965715983901,,This Study,Orbulina,universa,,se6,395.794285714286,19.0,"treatments of buffered peroxide, made up from one part 30% H2O2 and one part 0.1N NaOH, in a 80°C water bath for 30 minutes, followed by multiple rinses with nanopure water.",30% H2O2 and one part 0.1N NaOH,,This Study,2.01456741554078,1.7685133800548831,7.412872446316495,1925.245897111976,1942.0333871393,1925.245897111976,1942.0333871393,43.7637754697314,1828.2873126854001,53.19480895684464,7.4668646720839496,1927.674225464049,1942.0333871393,41.94244879535313,1834.3046791575632,51.42709751113259,7.412905568723222,3.333967546541536e-07,1926.4600612880126,1942.0333871393,42.853112132542265,1831.2959959214818,52.31095323398861,7.439885120403586,3.631741088974814e-08,0.38882476390945386,0.08920251855933527,0.11639566528863,0.24453821859339245
1,2008,22.0,32.2,24.34,17.89,1.36053661263276,2.8550384052410194,0.285960197768684,"2x standard error, pooled specimens",,,7.66,,25.0,2061.0,8.0,,This Study,Orbulina,universa,,b11,382.72,16.0,"treatments of buffered peroxide, made up from one part 30% H2O2 and one part 0.1N NaOH, in a 80°C water bath for 30 minutes, followed by multiple rinses with nanopure water.",30% H2O2 and one part 0.1N NaOH,,This Study,2.48264209151393,2.098464957673035,7.66,1974.4733875676438,2061.0,1974.4733875676438,2061.0,77.38440878415356,1865.9838647965194,31.105113986970775,7.682812141383453,1980.6650415496122,2061.0000000000005,71.91237039819791,1878.73596015027,30.016711001144074,7.66,3.1214243161012526e-07,1977.5692145586281,2061.0,74.64838959117574,1872.3599124733946,30.560912494057426,7.671406070691726,2.1310514219851665e-08,0.4316383975003268,0.1079095993750817,0.142980098884342,0.3047548667910578
2,2008,26.0,32.7,27.0,21.0,1.28571428571429,3.7427264694863416,0.322593782229457,"2x standard error, pooled specimens",,,7.74,,25.0,2069.0,8.0,,This Study,Orbulina,universa,,b20,388.662857142857,23.0,"treatments of buffered peroxide, made up from one part 30% H2O2 and one part 0.1N NaOH, in a 80°C water bath for 30 minutes, followed by multiple rinses with nanopure water.",30% H2O2 and one part 0.1N NaOH,,This Study,3.25454475607508,2.911009476267145,7.74,1949.49387031624,2069.0,1949.49387031624,2069.0000000000005,97.30223306635048,1826.9998307584551,25.19180649143422,7.732535783441291,1953.0157847040823,2069.0,93.18279171687576,1835.365863319788,24.46712966741841,7.74,3.445144707431457e-07,1951.2548275101612,2069.0,95.24251239161312,1831.1828470391215,24.829468079426313,7.7362678917206456,1.835405835966708e-08,0.4942061419877598,0.10304910411998523,0.1612968911147285,0.3345092784194818
3,2008,18.0,32.2,39.75,15.6,2.54807692307692,3.856249238422462,0.49696725072957,"2x standard error, pooled specimens",,,7.82,,25.0,2124.0,10.0,,This Study,Orbulina,universa,,b6,382.72,19.0,"treatments of buffered peroxide, made up from one part 30% H2O2 and one part 0.1N NaOH, in a 80°C water bath for 30 minutes, followed by multiple rinses with nanopure water.",30% H2O2 and one part 0.1N NaOH,,This Study,3.35326020732388,1.513395927531836,7.82,1971.8019570978965,2124.0,1971.8019570978965,2124.0,113.31620132456436,1837.8841248665142,20.601630906818162,7.876433460741633,1972.1699184152499,2124.0,116.51547305104584,1835.4255410241549,20.228904340048793,7.82,3.603315783772566e-07,1971.985937756573,2124.0,114.9158371878051,1836.6548329453344,20.41526762343348,7.848216730370817,1.4183495317240945e-08,0.5016451779891603,0.11508529665101178,0.248483625364785,0.5220447251678545
4,2008,22.0,32.5,39.42,14.49,2.72049689440994,4.996953675812472,0.472024375016056,"2x standard error, pooled specimens",,,7.961,,25.0,2176.25,47.0,,This Study,Orbulina,universa,,b4,386.285714285714,25.0,"treatments of buffered peroxide, made up from one part 30% H2O2 and one part 0.1N NaOH, in a 80°C water bath for 30 minutes, followed by multiple rinses with nanopure water.",30% H2O2 and one part 0.1N NaOH,,This Study,4.34517710940215,1.8367797758123456,7.961,1958.1932650130407,2176.25,1958.1932650130407,2176.25,156.42090228005932,1787.348182931239,14.424179801742206,7.984911209239264,1961.461481767865,2176.25,155.19244576918848,1792.0691177063757,14.199918292301026,7.961,3.5759332635542096e-07,1959.827373390453,2176.25,155.8066740246239,1789.7086503188075,14.312049047021617,7.9729556046196315,1.0642518048905087e-08,0.5710402961712661,0.11420805923425321,0.236012187508028,0.48710521432450166
5,2008,26.0,32.9,39.75,15.6,2.54807692307692,5.735112172180176,0.411158340068086,"2x standard error, pooled specimens",,,7.989,,25.0,2178.0,6.0,,This Study,Orbulina,universa,,b15,391.04,22.0,"treatments of buffered peroxide, made up from one part 30% H2O2 and one part 0.1N NaOH, in a 80°C water bath for 30 minutes, followed by multiple rinses with nanopure water.",30% H2O2 and one part 0.1N NaOH,,This Study,4.98705406276537,2.250761003421657,7.989,1941.6063656584374,2178.0,1941.6063656584374,2178.0,170.4399402559721,1757.834625276258,13.331800126207428,7.981212286977005,1943.6443715309395,2178.0,167.96518900825413,1762.5975925845657,13.081589938119851,7.989,3.701270015175927e-07,1942.6253685946886,2178.0,169.2025646321131,1760.2161089304118,13.20669503216364,7.985106143488503,1.0348892042781556e-08,0.6117655997757799,0.13042886411391594,0.205579170034043,0.42752528819041796
6,2008,18.0,33.0,50.98,9.88,5.15991902834008,4.765606375991689,0.532977082753858,"2x standard error, pooled specimens",,,8.083,,25.0,2264.6,14.6,,This Study,Orbulina,universa,,Mg18amb,392.228571428571,23.0,"treatments of buffered peroxide, made up from one part 30% H2O2 and one part 0.1N NaOH, in a 80°C water bath for 30 minutes, followed by multiple rinses with nanopure water.",30% H2O2 and one part 0.1N NaOH,,This Study,4.1440055443406,0.9235816201411906,8.083,1966.4860869731642,2264.6,1966.4860869731642,2264.6,206.35727359762708,1749.7966640093566,10.332149366180321,8.141727731277335,1966.1196273394878,2264.6,212.48733963556907,1743.3410560201016,10.291231683817067,8.083,3.8690573461119483e-07,1966.302857156326,2264.6,209.42230661659806,1746.5688600147291,10.311690524998694,8.112363865638667,7.720334800087181e-09,0.5576647303071837,0.11628113448029903,0.266488541376929,0.5526634088666378
7,2008,20.0,32.8,50.98,9.88,5.15991902834008,6.427674413885707,0.714959560519978,"2x standard error, pooled specimens",,,8.12,,25.0,2248.0,6.0,,This Study,Orbulina,universa,,x,389.851428571429,22.0,"treatments of buffered peroxide, made up from one part 30% H2O2 and one part 0.1N NaOH, in a 80°C water bath for 30 minutes, followed by multiple rinses with nanopure water.",30% H2O2 and one part 0.1N NaOH,n guessed,This Study,5.58928209903105,1.2456928836640015,8.12,1931.626265643585,2248.0,1931.626265643585,2248.0000000000005,219.61052490489232,1702.751950205355,9.263790533337716,8.161584381831839,1930.8978678478315,2248.0,224.21453088145296,1697.4644344569206,9.21890250945795,8.12,3.839520025778997e-07,1931.2620667457081,2248.0,221.91252789317264,1700.1081923311376,9.241346521397833,8.140792190915919,7.2311573033539056e-09,0.647650983223332,0.13807965357162982,0.357479780259989,0.7434199002388756
8,2008,22.0,32.7,50.98,9.88,5.15991902834008,7.2163959139270775,0.684593180240789,"2x standard error, pooled specimens",,,8.087,,25.0,2268.5,0.7,,This Study,Orbulina,universa,,Mg22amb,388.662857142857,22.0,"treatments of buffered peroxide, made up from one part 30% H2O2 and one part 0.1N NaOH, in a 80°C water bath for 30 minutes, followed by multiple rinses with nanopure water.",30% H2O2 and one part 0.1N NaOH,,This Study,6.27512688167572,1.3985482861828078,8.087,1970.5592633999781,2268.5,1970.5592633999781,2268.5000000000005,210.3686186707164,1749.8746322935383,10.31601243572365,8.111546284306387,1969.6437961660156,2268.5,213.2539339076068,1746.1484481610737,10.241414097334934,8.087,3.8247900665139276e-07,1970.1015297829967,2268.5,211.81127628916158,1748.0115402273059,10.27871326652929,8.099273142153194,7.956587769187139e-09,0.6862372209764475,0.14630626710206193,0.3422965901203945,0.7118447278174422
9,2008,25.0,32.8,50.98,9.88,5.15991902834008,10.196015479401902,1.08869049152881,"2x standard error, pooled specimens",,,8.12,,25.0,2248.0,6.0,,This Study,Orbulina,universa,,x,389.851428571429,22.0,"treatments of buffered peroxide, made up from one part 30% H2O2 and one part 0.1N NaOH, in a 80°C water bath for 30 minutes, followed by multiple rinses with nanopure water.",30% H2O2 and one part 0.1N NaOH,n guessed,This Study,8.86610041687122,1.9760029999311655,8.12,1931.626265643585,2248.0,1931.626265643585,2248.0,223.7061949147213,1698.5893669666507,9.330703762212737,8.12,1930.8978678478315,2248.0,224.21453088145296,1697.4644344569206,9.21890250945795,8.12,3.839520025778997e-07,1931.2620667457081,2248.0,223.9603628980871,1698.0269007117856,9.274803135835343,8.12,7.58577575029185e-09,0.8156978869124377,0.17390737381948942,0.544345245764405,1.1320279094033385
10,2008,26.0,33.2,50.98,9.88,5.15991902834008,10.16357899653687,0.825618896167573,"2x standard error, pooled specimens",,,8.052,,25.0,2242.0,12.7,,This Study,Orbulina,universa,,Mg26amb,394.605714285714,18.0,"treatments of buffered peroxide, made up from one part 30% H2O2 and one part 0.1N NaOH, in a 80°C water bath for 30 minutes, followed by multiple rinses with nanopure water.",30% H2O2 and one part 0.1N NaOH,,This Study,8.83789477959728,1.9697167611962396,8.052,1961.738737587015,2242.0,1961.738737587015,2242.0,200.39573931421492,1750.1268640362484,11.21613423655148,8.044097486960005,1961.7139611296263,2242.0,199.66731634068015,1750.9656615294728,11.080983259473273,8.052,3.898698865850924e-07,1961.7263493583207,2242.0,200.03152782744752,1750.5462627828606,11.148558748012377,8.048048743480003,8.952642790196341e-09,0.8143993675515255,0.1919557717965731,0.4128094480837865,0.8709518042438904
11,2008,22.0,33.0,24.34,17.89,1.36053661263276,2.855038405241031,0.285960197768684,"2x standard error, pooled specimens",,,8.17,,25.0,2306.0,12.0,,This Study,Orbulina,universa,,b10,392.228571428571,23.0,"treatments of buffered peroxide, made up from one part 30% H2O2 and one part 0.1N NaOH, in a 80°C water bath for 30 minutes, followed by multiple rinses with nanopure water.",30% H2O2 and one part 0.1N NaOH,,This Study,2.48264209151394,2.0984649576730434,8.17,1964.9070631564516,2306.0,1964.9070631564516,2306.0,237.8302124108111,1718.356963804146,8.719886941494465,8.194584236196658,1986.0381553859622,2306.000000000001,221.76706143842176,1755.6624087668895,8.608685180650879,8.17,3.2172905194475155e-07,1975.472609271207,2306.0000000000005,229.79863692461643,1737.0096862855178,8.664286061072673,8.182292118098328,6.572156278205164e-09,0.4316383975003276,0.09000282753931554,0.142980098884342,0.2965225763224897
12,2008,22.0,32.6,32.23,12.21,2.63963963963964,5.304116512140602,1.0201663216765,"2x standard error, pooled specimens",,,8.181,,25.0,2292.5,13.0,,This Study,Orbulina,universa,,b14,387.474285714286,19.0,"treatments of buffered peroxide, made up from one part 30% H2O2 and one part 0.1N NaOH, in a 80°C water bath for 30 minutes, followed by multiple rinses with nanopure water.",30% H2O2 and one part 0.1N NaOH,,This Study,4.61227522794835,2.0094093271249376,8.181,1949.9955675750318,2292.5,1949.9955675750318,2292.5000000000005,238.32406355242878,1703.3280983024883,8.343405720114603,8.205667499440493,1970.998105386309,2292.4999999999995,222.00466694883576,1740.741365113695,8.252073323778145,8.181,3.190655973302625e-07,1960.4968364806705,2292.5,230.16436525063227,1722.0347317080918,8.297739521946374,8.193333749720246,6.407170045693889e-09,0.5883294953405855,0.13497204293125767,0.51008316083825,1.071644954960854
13,2008,22.0,32.5,50.99,10.4,4.90288461538462,6.392226463203523,1.06207990133859,"2x standard error, pooled specimens",,,8.1,,25.0,2258.0,10.0,,This Study,Orbulina,universa,,b2,386.285714285714,13.0,"treatments of buffered peroxide, made up from one part 30% H2O2 and one part 0.1N NaOH, in a 80°C water bath for 30 minutes, followed by multiple rinses with nanopure water.",30% H2O2 and one part 0.1N NaOH,,This Study,5.55845779409002,1.3037684882784188,8.1,1954.816518562739,2258.0,1954.816518562739,2257.9999999999995,213.7152027803992,1731.1697748062215,9.93154097611852,8.1246050708313,1952.562740685516,2258.0,217.77761332637965,1724.9365033860688,9.84862397306763,8.1,3.822172324346674e-07,1953.6896296241275,2258.0,215.74640805338942,1728.053139096145,9.890082474593076,8.112302535415651,7.721425127754257e-09,0.645862650552926,0.17913006949812732,0.531039950669295,1.1570366575820883
14,2008,22.0,32.4,100.280571428571,9.89485714285714,10.1346153846153,12.171121787531304,1.3288148310504,"2x standard error, pooled specimens",,,7.89,,25.0,2227.0,8.0,,This Study,Orbulina,universa,,b3,385.097142857143,23.0,"treatments of buffered peroxide, made up from one part 30% H2O2 and one part 0.1N NaOH, in a 80°C water bath for 30 minutes, followed by multiple rinses with nanopure water.",30% H2O2 and one part 0.1N NaOH,,This Study,10.5835841630707,1.200945603323782,7.89,2005.4294447437262,2227.0,2005.4294447437262,2227.0000000000005,166.17946930201614,1823.3587577109147,15.891217730795555,7.914703428611125,1965.8385545481142,2227.0,202.33272736339626,1747.2133582708948,16.29246891382321,7.89,5.70878158730847e-07,1985.63399964592,2227.0,184.2560983327062,1785.2860579909047,16.091843322309384,7.902351714305562,1.2521267267399724e-08,0.8912086606057585,0.18582985166880017,0.6644074155252,1.377896645173424
